title , salary , position , working_life , education , company_name , company_type , financing_info , staff_numbers , recruiter_name , recruiter_job 
嵌入式软件工程师,10k-15k,北京 海淀区 西二旗,3-5年,本科,领创拓展科技,互联网,B轮,100-499人,王女士,人事经理
嵌入式,7k-10k,哈尔滨  ,1年以内,本科,拓思科技,计算机服务,未融资,0-20人,王女士,招聘者
嵌入式,6k-10k,济南 历下区 会展中心,5-10年,大专,多瑞电子,仪器仪表/工业自动化,不需要融资,20-99人,宋先生,总经理
嵌入式软件工程师,10k-15k,重庆 九龙坡区 石桥铺,3-5年,本科,深圳市锐明技术,智能硬件,不需要融资,1000-9999人,王女士,HR
嵌入式软件工程师,15k-30k,杭州 滨江区 长河,3-5年,本科,杭州华为,智能硬件,暂无信息,10000人以上,左先生,高级HR
嵌入式开发,15k-30k,深圳 龙岗区 坂田,3-5年,本科,软通动力,计算机软件,已上市,10000人以上,彭女士,招聘顾问
嵌入式,10k-20k,北京 昌平区 回龙观,3-5年,硕士,智星空间,船舶/航空/航天,天使轮,0-20人,刘先生,招聘者
嵌入式软件工程师,6k-9k,郑州  ,3-5年,大专,郑州金特莱,家具/家电/家居,不需要融资,100-499人,龙女士,HRM
高级嵌入式软件工程师,15k-25k,西安  ,3-5年,本科,ZNV 力维,计算机软件,未融资,1000-9999人,游女士,HRBP
嵌入式开发工程师,20k-30k,武汉 江夏区 光谷东,3-5年,本科,华为,计算机软件,不需要融资,10000人以上,孟先生,招聘HR
嵌入式C开发,10k-15k,西安  ,3-5年,本科,软通动力,计算机软件,已上市,10000人以上,肖女士,招聘顾问
嵌入式,8k-13k,深圳 龙华区 龙华,1-3年,本科,揽胜科技,智能硬件,不需要融资,20-99人,,CEO
嵌入式,4k-8k,沈阳  ,1年以内,本科,苏宇科技,智能硬件,暂无信息,20-99人,张先生,招聘者
嵌入式,10k-20k,南京 江宁区 将军大道,1-3年,本科,南瑞国盾量子,信息安全,未融资,0-20人,冯先生,部门经理
